0.6742788 0.670131 0.8181094 0.90759516 0.18955512 0.00523967 0.6669448 0.42468035 0.35055077 0.5795455 output (0, 3) (0, 1) (0, 4) (2, 4)
0.93827456 0.9708822 0.1349896 0.54047847 0.6250609 0.078251995 0.691249 0.26238284 0.9661962 0.93965894 output (0, 4) (1, 3) (2, 3) (3, 4)
0.82269925 0.091489024 0.590794 0.38854808 0.82241714 0.65075487 0.24282284 0.8327028 0.06434381 0.1662874 output (0, 1) (1, 2) (1, 3) (1, 4)
0.39028814 0.79379505 0.09354762 0.69434273 0.010868732 0.39664552 0.92846525 0.6895966 0.48949108 0.4633019 output (0, 1) (0, 4) (1, 2) (3, 4)
0.87473774 0.4868159 0.8848916 0.7494482 0.9836947 0.09757693 0.18489403 0.5362641 0.8911501 0.15980147 output (0, 1) (0, 4) (0, 3) (2, 4)
0.027183948 0.5364895 0.88830817 0.582656 0.06562636 0.9072501 0.120740734 0.5058054 0.2950311 0.093708865 output (0, 3) (0, 2) (1, 4) (3, 4)
0.9796976 0.56404585 0.6277825 0.64350575 0.8797774 0.074205324 0.9112896 0.2362717 0.9042576 0.10209206 output (0, 3) (0, 1) (2, 4) (3, 4)
0.81646377 0.5341565 0.9480678 0.8139845 0.3803918 0.5146185 0.042231545 0.43890283 0.2144153 0.9698968 output (0, 1) (0, 2) (2, 3) (2, 4)
0.82404834 0.7549855 0.80690455 0.8335823 0.37132618 0.98863477 0.96662414 0.85094625 0.22462082 0.8539624 output (0, 1) (1, 3) (1, 2) (2, 4)
0.5118033 0.35860342 0.32369512 0.6642914 0.8417783 0.011804382 0.71821266 0.33629403 0.10645645 0.92700315 output (0, 3) (0, 1) (1, 4) (2, 3)
0.32769266 0.12191698 0.3868968 0.35667327 0.77294624 0.49866447 0.034665324 0.90542734 0.06912414 0.31622443 output (0, 1) (1, 4) (1, 2) (3, 4)
0.7752059 0.35953352 0.021134784 0.6350731 0.3930966 0.4129203 0.91476923 0.102710895 0.10975631 0.12835705 output (0, 3) (0, 2) (1, 2) (2, 4)
0.04033483 0.96706486 0.5959248 0.5203943 0.09315708 0.59673 0.9996877 0.40157443 0.31688952 0.12583345 output (0, 2) (1, 3) (1, 4) (1, 2)
0.41938493 0.4619789 0.12506056 0.9345588 0.7427185 0.6788674 0.85421544 0.7873441 0.4630184 0.7642978 output (0, 4) (1, 4) (2, 3) (2, 4)
0.8265139 0.6437847 0.4094894 0.82777554 0.19289015 0.76635474 0.31055835 0.11084192 0.18819824 0.5531872 output (0, 1) (1, 2) (2, 4) (3, 4)
0.33108523 0.6430116 0.5637022 0.49104783 0.7225223 0.0033905862 0.9303372 0.4287846 0.9859491 0.9097024 output (0, 1) (1, 3) (2, 3) (3, 4)
0.5919056 0.34711865 0.24392754 0.48861724 0.80826604 0.04508694 0.007880061 0.4984922 0.5741172 0.6584567 output (0, 4) (0, 2) (1, 3) (1, 4)
0.9744374 0.6242543 0.981425 0.41903752 0.4707186 0.6849263 0.575483 0.49406537 0.97971934 0.11521683 output (0, 1) (1, 4) (1, 3) (2, 3)
0.71591216 0.5164728 0.2779344 0.9635711 0.8694242 0.7439239 0.39988372 0.43015742 0.67666835 0.8534149 output (0, 2) (0, 3) (1, 4) (2, 4)
0.98341286 0.13872781 0.45881847 0.3962996 0.30781722 0.016354203 0.45076257 0.17788762 0.26367694 0.65603536 output (0, 3) (1, 3) (1, 4) (2, 3)
0.99087566 0.19437505 0.5732074 0.8871195 0.05167253 0.005104573 0.2087183 0.9782387 0.046283353 0.5740284 output (0, 1) (1, 3) (2, 4) (3, 4)
0.5057626 0.5438789 0.47457996 0.18485649 0.46362063 0.81688493 0.17327908 0.4275247 0.15026319 0.7944629 output (0, 2) (0, 3) (0, 1) (2, 4)
0.65724397 0.18871643 0.45221004 0.7381654 0.9942507 0.87137854 0.9958448 0.18851826 0.076058045 0.27949524 output (0, 3) (0, 1) (0, 4) (1, 2)
0.07232933 0.7091134 0.015946643 0.17351912 0.37094006 0.20178318 0.53134835 0.7927788 0.24761 0.5578014 output (0, 4) (1, 2) (2, 4) (3, 4)
0.24271291 0.051948324 0.4398002 0.6910208 0.5174811 0.87744236 0.03621417 0.5294391 0.24647644 0.44771296 output (0, 4) (1, 2) (1, 4) (3, 4)
0.5211527 0.8811008 0.3349792 0.473193 0.95689815 0.13992906 0.91323096 0.22890748 0.358598 0.92327136 output (0, 4) (0, 1) (1, 3) (2, 3)
0.057913315 0.77469486 0.22687964 0.08793165 0.5198108 0.38186494 0.20553692 0.5858725 0.31030443 0.19526172 output (0, 3) (1, 4) (2, 4) (2, 3)
0.84634644 0.32641014 0.14732532 0.552401 0.6841155 0.91787064 0.31991124 0.09107231 0.45902136 0.6329206 output (0, 4) (1, 4) (1, 3) (2, 4)
0.1774429 0.34070867 0.1077808 0.11514572 0.11180697 0.9782498 0.7731725 0.3848481 0.75149494 0.8765586 output (0, 1) (0, 3) (0, 2) (3, 4)
0.91168314 0.9807996 0.9047637 0.864234 0.4980864 0.2601742 0.49848247 0.84460884 0.21060602 0.5070353 output (0, 1) (1, 3) (2, 4) (3, 4)
0.12689517 0.8004647 0.82794654 0.77986413 0.6601549 0.9054562 0.645973 0.16604586 0.36459562 0.60015506 output (0, 4) (1, 2) (2, 4) (3, 4)
0.6421223 0.8976944 0.6365002 0.5850531 0.9503449 0.17641531 0.006776176 0.3561118 0.80263925 0.06655874 output (0, 1) (1, 2) (1, 3) (2, 4)
0.11158166 0.35987586 0.12578824 0.55541426 5.6971534e-05 0.0016610897 0.0042738672 0.30598664 0.25530598 0.06281438 output (0, 3) (0, 1) (2, 4) (2, 3)
0.72451174 0.6236271 0.16018932 0.16580325 0.73141485 0.73289454 0.8743128 0.92978805 0.71658593 0.41947648 output (0, 2) (0, 4) (1, 4) (2, 3)
0.232769 0.84484774 0.6236043 0.7764572 0.98217005 0.044404987 0.81773484 0.022883307 0.20550229 0.61427695 output (0, 4) (0, 1) (1, 3) (2, 3)
0.6960849 0.63308966 0.16124696 0.7398523 0.5910166 0.29896578 0.82455987 0.008842957 0.5219673 0.52810395 output (0, 4) (1, 4) (2, 4) (2, 3)
0.0055928365 0.65936095 0.97904915 0.41233987 0.42543465 0.26997447 0.10707374 0.858564 0.034345336 0.036683965 output (0, 3) (0, 2) (1, 2) (2, 4)
0.8948197 0.94189847 0.9806655 0.45829627 0.106010266 0.67897576 0.7262864 0.62337404 0.002539163 0.2020968 output (0, 3) (1, 3) (2, 4) (2, 3)
0.6535147 0.42381135 0.7137282 0.85277355 0.74427617 0.338375 0.73232436 0.6447709 0.30456802 0.20104896 output (0, 2) (0, 3) (0, 4) (1, 3)
0.23362967 0.8524225 0.34892914 0.072763056 0.45994744 0.47486416 0.94011515 0.83199066 0.72634405 0.49016407 output (0, 2) (1, 2) (2, 4) (3, 4)
0.73460585 0.89932024 0.14082895 0.7867697 0.80345315 0.75356984 0.34224832 0.32798284 0.01044471 0.1003204 output (0, 2) (0, 1) (1, 3) (3, 4)
0.5880417 0.4843588 0.3028485 0.575164 0.5857216 0.6366516 0.5457395 0.07639973 0.6253946 0.43334892 output (0, 4) (0, 2) (1, 2) (3, 4)
0.25823703 0.06336915 0.5476962 0.13155133 0.04758787 0.09193725 0.73163164 0.31581563 0.65705866 0.42417476 output (0, 2) (0, 1) (1, 3) (3, 4)
0.67986465 0.119415715 0.26881203 0.25738096 0.8772747 0.8165071 0.85257214 0.8739163 0.4378167 0.95496005 output (0, 1) (1, 4) (2, 3) (3, 4)
0.23380896 0.09193747 0.19435886 0.96114194 0.8332097 0.93292385 0.8745413 0.7048385 0.49271765 0.96033996 output (0, 1) (1, 4) (2, 3) (2, 4)
0.3363435 0.5812576 0.8727608 0.99221766 0.93142754 0.4809612 0.8545436 0.12037148 0.68221277 0.120578304 output (0, 4) (1, 2) (2, 3) (3, 4)
0.93916345 0.3495679 0.36161447 0.57541585 0.93181264 0.9596694 0.67380375 0.6824307 0.22490525 0.07657316 output (0, 3) (1, 3) (1, 4) (2, 3)
0.38740778 0.028407611 0.61838746 0.70684075 0.21136218 0.28405955 0.034326985 0.5974349 0.48584074 0.9903205 output (0, 2) (1, 4) (1, 2) (2, 3)
0.66104835 0.43722767 0.6388522 0.33762774 0.6960006 0.75751144 0.4249686 0.6185291 0.40025565 0.7314946 output (0, 1) (0, 3) (2, 4) (3, 4)
0.25252295 0.45553714 0.67653733 0.82458854 0.23041625 0.33784303 0.5753612 0.20707859 0.6189626 0.037231404 output (0, 2) (0, 1) (2, 3) (3, 4)
0.13910706 0.6391034 0.34665304 0.9823563 0.51184195 0.36141032 0.19866121 0.0741578 0.7442343 0.008277785 output (0, 1) (0, 2) (2, 4) (2, 3)
0.07796308 0.52078694 0.9606658 0.8633644 0.18617989 0.26575306 0.17983298 0.08155199 0.29056507 0.77584475 output (0, 2) (0, 4) (1, 4) (2, 3)
0.9306153 0.248969 0.22916763 0.97378105 0.47268802 0.0772439 0.5928461 0.99740005 0.8771523 0.6565774 output (0, 4) (0, 2) (1, 3) (3, 4)
0.62421924 0.70318115 0.50398904 0.5617807 0.81393075 0.91344345 0.53689504 0.43320197 0.73632413 0.25890976 output (0, 1) (0, 2) (1, 3) (3, 4)
0.6359938 0.71286947 0.2045614 0.66813844 0.7426901 0.08532351 0.09252815 0.5580628 0.61925334 0.028378392 output (0, 1) (0, 2) (1, 3) (2, 4)
0.51099515 0.7754212 0.4047979 0.7466132 0.7701634 0.594531 0.7659335 0.040263228 0.9004532 0.66333103 output (0, 1) (0, 2) (2, 4) (2, 3)
0.63714856 0.628334 0.7249672 0.24556366 0.82565576 0.7498319 0.7718718 0.7085861 0.5226616 0.35116974 output (0, 3) (0, 4) (1, 4) (2, 3)
0.7974631 0.49547556 0.076853685 0.6518395 0.54645896 0.023818575 0.695976 0.5373447 0.21154463 0.5244335 output (0, 3) (0, 2) (1, 4) (3, 4)
0.51416904 0.8776574 0.3913661 0.791416 0.78371024 0.6808906 0.9322001 0.6633435 0.25370476 0.16967055 output (0, 1) (0, 2) (1, 4) (2, 3)
0.5063522 0.9917416 0.9220991 0.13708945 0.23205455 0.58391887 0.043699563 0.81976604 0.3079784 0.48857886 output (0, 2) (1, 4) (2, 4) (2, 3)
0.18091147 0.35199508 0.53205156 0.35424027 0.7424349 0.9026937 0.4534837 0.3824039 0.68824095 0.8443984 output (0, 3) (1, 3) (1, 4) (2, 4)
0.8096702 0.4031416 0.24789041 0.2830028 0.50949013 0.48315066 0.15711233 0.8535066 0.23757373 0.84293246 output (0, 2) (1, 2) (2, 4) (3, 4)
0.3027109 0.20005043 0.026414707 0.52555966 0.52150106 0.91911596 0.20999607 0.5762636 0.9650606 0.32531697 output (0, 3) (0, 4) (1, 3) (2, 3)
0.30714616 0.6966534 0.44211826 0.660611 0.17604502 0.5052723 0.90881133 0.18030909 0.27896023 0.21542372 output (0, 1) (0, 2) (2, 4) (3, 4)
0.20593119 0.83997667 0.85523313 0.075800486 0.024425965 0.19659011 0.06601453 0.7722212 0.28164774 0.6089196 output (0, 3) (0, 4) (1, 4) (2, 4)
0.9678797 0.087799415 0.20930138 0.954759 0.9787283 0.089876555 0.3900669 0.56068057 0.06715704 0.05605141 output (0, 2) (0, 3) (1, 3) (3, 4)
0.69132394 0.52022237 0.05875857 0.74872744 0.8308425 0.43260652 0.5928564 0.1970889 0.67026013 0.64283633 output (0, 4) (0, 2) (1, 4) (2, 3)
0.52651757 0.23152938 0.95785 0.8561478 0.52343154 0.026094679 0.57755923 0.6143154 0.018025016 0.09380686 output (0, 2) (0, 3) (1, 3) (2, 4)
0.78322566 0.12845932 0.8746173 0.7894152 0.27751768 0.34951428 0.7171554 0.27759025 0.47293532 0.5878129 output (0, 3) (1, 4) (2, 4) (3, 4)
0.031296838 0.82959175 0.17080684 0.7691933 0.7985957 0.32755393 0.08577384 0.79596364 0.7779593 0.77126473 output (0, 3) (1, 3) (1, 4) (2, 4)
0.56309336 0.78743404 0.9718213 0.070268154 0.642224 0.64784473 0.24721381 0.8962079 0.46062014 0.63749135 output (0, 2) (0, 4) (0, 3) (1, 2)
0.85152596 0.77565646 0.30152473 0.48978156 0.78172296 0.9023131 0.19486125 0.82198095 0.99717516 0.87673116 output (0, 2) (0, 4) (1, 3) (2, 3)
0.98161954 0.38054588 0.3224893 0.43919033 0.17908065 0.69379795 0.31287807 0.7016383 0.66338 0.44925934 output (0, 4) (1, 3) (1, 4) (2, 3)
0.116253756 0.22307797 0.988007 0.4476664 0.46433705 0.69179064 0.51377213 0.0045176554 0.020548174 0.0710532 output (0, 4) (0, 3) (0, 2) (1, 2)
0.80225295 0.35606554 0.17879403 0.5616018 0.20110203 0.89547163 0.39687157 0.76677775 0.40338844 0.9434379 output (0, 3) (1, 3) (2, 4) (3, 4)
0.48418394 0.89526427 0.8483367 0.11006182 0.6836703 0.255243 0.86430645 0.8051255 0.8702648 0.58177596 output (0, 3) (1, 2) (2, 4) (3, 4)
0.820374 0.10980573 0.4464886 0.72046894 0.6000092 0.6370998 0.9474615 0.7313412 0.31485865 0.46236455 output (0, 2) (1, 2) (1, 4) (2, 3)
0.13375665 0.43194443 0.468688 0.930005 0.04362631 0.7733322 0.16471535 0.23120706 0.6718331 0.7838529 output (0, 3) (0, 2) (1, 4) (1, 2)
0.22883685 0.9667167 0.09730557 0.53713536 0.74727935 0.96092725 0.17828691 0.8758706 0.7452019 0.6412266 output (0, 3) (0, 2) (1, 3) (2, 4)
0.9667762 0.13513589 0.33188614 0.41785768 0.47599575 0.81966865 0.059525672 0.39411417 0.12694381 0.06998881 output (0, 1) (1, 3) (1, 2) (3, 4)
0.16403621 0.8571784 0.092209555 0.74228907 0.53613716 0.7878806 0.6128677 0.07287222 0.94020176 0.0684542 output (0, 1) (0, 2) (2, 3) (3, 4)
0.87409335 0.3695691 0.38895017 0.55644304 0.50386196 0.84404254 0.26866364 0.8175708 0.2645347 0.27844667 output (0, 1) (1, 3) (1, 4) (2, 3)
0.005066032 0.51006377 0.6428073 0.3632774 0.29434568 0.006534932 0.36524212 0.79094785 0.68996125 0.41359806 output (0, 3) (1, 4) (1, 2) (3, 4)
0.66989845 0.53266484 0.6484079 0.82642037 0.8887166 0.089373656 0.35279673 0.788917 0.22190903 0.27572843 output (0, 1) (0, 2) (0, 4) (1, 3)
0.9514534 0.55637115 0.7432258 0.45408788 0.9297567 0.64245766 0.57942045 0.0647611 0.5351681 0.5135282 output (0, 2) (0, 1) (1, 4) (1, 3)
0.3187487 0.40846777 0.27030423 0.12952438 0.30675864 0.9842567 0.9521014 0.12588227 0.99353707 0.21542244 output (0, 1) (0, 2) (1, 3) (3, 4)
0.59201247 0.03614062 0.5449569 0.68637973 0.082831666 0.8096648 0.24133539 0.8483047 0.3482717 0.65240973 output (0, 1) (1, 4) (2, 3) (3, 4)
0.6298913 0.22666629 0.22731009 0.2726532 0.88393736 0.65351385 0.6648207 0.4545217 0.8238393 0.83901286 output (0, 3) (0, 1) (2, 4) (2, 3)
0.45693 0.51845455 0.45246193 0.59535 0.59718776 0.967929 0.79715204 0.7368781 0.06584232 0.20419487 output (0, 1) (0, 4) (1, 3) (2, 3)
0.31720394 0.7236528 0.7033927 0.5260681 0.4936792 0.05079062 0.94707847 0.46429387 0.34957102 0.8270853 output (0, 4) (0, 1) (1, 3) (1, 2)
0.72968227 0.20913264 0.27574888 0.429538 0.6598954 0.94236505 0.40642095 0.1821684 0.08053391 0.06018266 output (0, 3) (1, 3) (1, 2) (3, 4)
0.730595 0.88046956 0.76550543 0.034623735 0.19729021 0.23848331 0.90986115 0.25539714 0.6344518 0.5455237 output (0, 4) (1, 3) (2, 4) (3, 4)
0.87523353 0.6212358 0.00094775873 0.709647 0.6154265 0.22410859 0.4671554 0.6503836 0.15407962 0.8460172 output (0, 3) (1, 4) (2, 3) (3, 4)
0.49054563 0.9548235 0.5882459 0.52448 0.604579 0.20109962 0.69906175 0.7915982 0.04099521 0.45802686 output (0, 3) (1, 3) (1, 2) (1, 4)
0.9175221 0.55948824 0.4258608 0.72548974 0.5781544 0.7971859 0.8991977 0.6743373 0.2195983 0.9650198 output (0, 3) (1, 2) (1, 4) (2, 3)
0.55891 0.25155675 0.63801765 0.72151625 0.1841079 0.56621265 0.7117427 0.7835642 0.008786194 0.03284932 output (0, 1) (1, 3) (1, 2) (2, 4)
0.5526858 0.64712137 0.36315396 0.87418985 0.62006027 0.7642173 0.93227786 0.7392374 0.49951345 0.78920376 output (0, 2) (1, 4) (2, 4) (2, 3)
0.67008674 0.9464984 0.65792084 0.11713363 0.38951486 0.20745075 0.45493698 0.15958054 0.4341152 0.6666309 output (0, 4) (1, 3) (2, 3) (2, 4)
0.58820856 0.77439 0.9117563 0.36779767 0.7413369 0.8883724 0.5697681 0.6618463 0.5265999 0.37433273 output (0, 3) (0, 2) (1, 4) (3, 4)
0.96752244 0.36033618 0.23021452 0.76540184 0.849749 0.6048254 0.81544983 0.15122484 0.6457874 0.5409845 output (0, 3) (0, 2) (1, 4) (2, 4)
0.15863022 0.6085916 0.76906085 0.55693096 0.7811847 0.11630665 0.8668803 0.17630592 0.28927514 0.4818901 output (0, 4) (1, 3) (1, 4) (2, 3)
0.54040676 0.85899967 0.8384461 0.04580205 0.25272205 0.6635871 0.18547812 0.36522374 0.7342728 0.41975322 output (0, 2) (0, 4) (1, 4) (2, 3)
0.5940914 0.7014468 0.15306306 0.8731797 0.6846447 0.39409623 0.4076674 0.20385164 0.35878152 0.7339448 output (0, 4) (0, 2) (1, 4) (2, 3)
0.8571668 0.2895827 0.029455155 0.91261786 0.8265852 0.81914234 0.77949035 0.7664898 0.8741049 0.24624051 output (0, 4) (0, 3) (1, 3) (2, 3)
0.7958906 0.23318203 0.212779 0.38692865 0.3780792 0.0800276 0.31425476 0.6189434 0.39195895 0.46854338 output (0, 2) (1, 4) (1, 2) (3, 4)
0.74585825 0.27385813 0.06617279 0.78041184 0.69636273 0.03089585 0.9284 0.9388185 0.54373586 0.2541998 output (0, 4) (0, 2) (0, 3) (1, 4)
0.54642385 0.30734488 0.85113555 0.046009947 0.9272261 0.7092022 0.22979642 0.95840454 0.72391933 0.36784047 output (0, 4) (0, 3) (1, 4) (2, 4)
0.38839138 0.08121144 0.46045306 0.50340396 0.6351752 0.051836696 0.4115542 0.687479 0.12687407 0.30860758 output (0, 2) (0, 4) (1, 3) (1, 4)
0.5791338 0.3844401 0.37190023 0.8523549 0.6167097 0.47987968 0.30848292 0.51742524 0.18002614 0.29094985 output (0, 2) (0, 3) (1, 3) (3, 4)
0.4152684 0.54574615 0.7040786 0.6814011 0.18364537 0.13125212 0.92548674 0.46364295 0.51645625 0.8771 output (0, 1) (0, 2) (1, 4) (1, 3)
0.65141493 0.70541984 0.64233834 0.41262206 0.7765986 0.24323647 0.7971944 0.90915996 0.8856887 0.057020772 output (0, 3) (0, 1) (1, 2) (2, 4)
0.6502603 0.3475453 0.1709184 0.3140239 0.42466658 0.92025435 0.93251705 0.78890234 0.44570172 0.9637895 output (0, 1) (0, 3) (2, 4) (3, 4)
0.6410736 0.1198466 0.47911814 0.23043402 0.9857073 0.03853069 0.72200656 0.6236789 0.6963049 0.6111533 output (0, 1) (0, 2) (1, 4) (3, 4)
0.56691134 0.44881862 0.38036543 0.16996199 0.4899712 0.6427795 0.7783173 0.98464686 0.37053803 0.32188374 output (0, 2) (0, 4) (1, 4) (2, 3)
0.743574 0.70771253 0.00076060405 0.7710856 0.21335201 0.5495539 0.12521333 0.15938827 0.69860977 0.24280003 output (0, 4) (0, 2) (1, 2) (2, 3)
0.9116259 0.18818541 0.9709255 0.54057175 0.91496634 0.6946507 0.69830555 0.20864908 0.5435875 0.92246145 output (0, 3) (0, 1) (1, 2) (2, 4)
0.031797457 0.44058982 0.101573266 0.48971227 0.6760764 0.45829377 0.84636825 0.7057703 0.014741601 0.015529693 output (0, 1) (0, 4) (1, 2) (2, 3)
0.3532845 0.8282353 0.53899163 0.9060313 0.8992896 0.8759618 0.3122465 0.3253099 0.065495215 0.021891512 output (0, 1) (0, 3) (1, 2) (3, 4)
0.64847153 0.6076746 0.74500316 0.1310942 0.83381593 0.20172259 0.5359075 0.83790374 0.47466126 0.71017194 output (0, 4) (0, 2) (1, 2) (3, 4)
0.117613524 0.11856689 0.13187905 0.0717295 0.24474142 0.7513474 0.4110164 0.6992107 0.70276046 0.809542 output (0, 1) (0, 2) (2, 3) (3, 4)
0.7937488 0.4945837 0.6477281 0.33384708 0.39248773 0.5748887 0.83045363 0.9402708 0.60866284 0.06459881 output (0, 1) (0, 3) (1, 4) (1, 2)
0.8184187 0.47775677 0.22826181 0.36427277 0.48373866 0.85859525 0.09122154 0.09934711 0.76760393 0.5848241 output (0, 4) (1, 3) (1, 2) (2, 4)
0.15687568 0.5169964 0.94218683 0.0077426336 0.55630946 0.078381926 0.13785277 0.9641397 0.22354019 0.0004303197 output (0, 3) (0, 4) (1, 2) (2, 4)
0.25613704 0.3296656 0.29165038 0.82079947 0.84203833 0.7889475 0.72887653 0.38872653 0.6004349 0.50680345 output (0, 4) (1, 4) (2, 4) (3, 4)
0.71738523 0.7148894 0.86886024 0.9765527 0.1414603 0.5655488 0.87699616 0.50403714 0.3893658 0.21372887 output (0, 3) (0, 1) (2, 4) (3, 4)
0.3393037 0.5849707 0.2942659 0.86131746 0.5126168 0.51157403 0.08605232 0.32287803 0.6264094 0.59971625 output (0, 2) (0, 1) (0, 3) (2, 4)
0.44498193 0.48259887 0.24887316 0.637487 0.8988316 0.76446146 0.3731602 0.53252125 0.8421375 0.20536703 output (0, 3) (0, 4) (0, 2) (1, 3)
0.30603412 0.13282453 0.39531296 0.28263804 0.7917682 0.6234459 0.9310966 0.1759355 0.13024981 0.64280796 output (0, 1) (1, 4) (1, 2) (2, 3)
0.4459202 0.43912405 0.62192476 0.7683019 0.03522193 0.7919227 0.8175045 0.9938654 0.42666572 0.4887869 output (0, 4) (1, 3) (1, 4) (2, 4)
0.95804507 0.4611817 0.7877958 0.8738012 0.010913532 0.098779455 0.10125288 0.5941706 0.4734429 0.30014297 output (0, 1) (0, 4) (2, 3) (3, 4)
0.06717716 0.348869 0.7375145 0.4119317 0.90887123 0.6764074 0.12882508 0.14571698 0.13940169 0.20699772 output (0, 4) (1, 2) (1, 4) (3, 4)
0.9660058 0.4779903 0.01319681 0.32934034 0.1846022 0.85229015 0.5049508 0.24042478 0.4139879 0.27320665 output (0, 3) (1, 4) (1, 2) (3, 4)
0.33470425 0.92695403 0.44870776 0.6981483 0.1498569 0.5034548 0.7784419 0.53820074 0.72942585 0.60139954 output (0, 1) (1, 4) (1, 2) (3, 4)
0.4817846 0.76367164 0.3389217 0.49931565 0.053624626 0.084949285 0.6449285 0.9675987 0.7067895 0.56844985 output (0, 3) (0, 4) (0, 1) (1, 2)
0.84954685 0.6347005 0.37470603 0.7247422 0.44264922 0.20352863 0.47556224 0.6616121 0.79865015 0.041101076 output (0, 3) (1, 3) (2, 4) (2, 3)
0.67538756 0.46613124 0.8589812 0.011393354 0.5742776 0.7979027 0.39624676 0.8377684 0.32842305 0.41364 output (0, 2) (0, 4) (0, 1) (2, 3)
0.8039256 0.4977531 0.5890444 0.21990557 0.9592265 0.6094456 0.51582086 0.9404119 0.10221014 0.73464453 output (0, 2) (0, 1) (0, 3) (3, 4)
0.5289035 0.17470495 0.92319626 0.3556964 0.10300304 0.17938013 0.6056787 0.47192636 0.6761585 0.67193323 output (0, 3) (0, 2) (1, 3) (3, 4)
0.40690604 0.11132644 0.83783233 0.044774886 0.58944213 0.5422376 0.9565513 0.5958558 0.449647 0.6869274 output (0, 1) (0, 2) (2, 4) (2, 3)
0.6972154 0.81146586 0.913943 0.31595626 0.74924374 0.69432175 0.71961635 0.5385199 0.007947849 0.07742439 output (0, 2) (1, 3) (2, 3) (3, 4)
0.5560638 0.4629431 0.48455116 0.3307368 0.9717908 0.63339233 0.8589018 0.4975876 0.4204507 0.9622048 output (0, 1) (0, 3) (0, 4) (2, 3)
0.9766847 0.8755612 0.11635225 0.09639632 0.09448069 0.21560937 0.49954775 0.01650726 0.37486303 0.0486963 output (0, 3) (1, 2) (1, 4) (3, 4)
0.14425962 0.74556595 0.26544684 0.5652109 0.6955943 0.1180367 0.55081314 0.9168245 0.62248784 0.35218945 output (0, 1) (0, 3) (1, 4) (2, 4)
0.41903225 0.7022882 0.44341698 0.39429197 0.67682433 0.46669653 0.3000958 0.5171918 0.08281037 0.8914214 output (0, 3) (0, 4) (1, 3) (1, 2)
0.6273288 0.62157965 0.47072306 0.7383717 0.6640631 0.26899728 0.10666279 0.8426282 0.1743734 0.034712415 output (0, 1) (0, 2) (1, 3) (2, 4)
0.42824978 0.7799012 0.48367226 0.3928924 0.4879619 0.9092311 0.3522741 0.33797202 0.47898853 0.113974035 output (0, 2) (0, 1) (1, 3) (3, 4)
0.43032923 0.13991748 0.43544066 0.5917083 0.14181663 0.24964872 0.29387945 0.4077957 0.3052979 0.6748949 output (0, 3) (1, 4) (1, 3) (2, 3)
0.9887087 0.2567373 0.50550383 0.30408147 0.054279294 0.83160996 0.06508732 0.35260606 0.8177516 0.46520507 output (0, 4) (1, 4) (1, 3) (2, 3)
0.28053853 0.5447436 0.2924244 0.5732863 0.5285321 0.491259 0.9799635 0.171658 0.548416 0.514501 output (0, 1) (1, 2) (2, 4) (3, 4)
0.86963433 0.96172446 0.47495273 0.45706338 0.9336226 0.06318382 0.35697952 0.021749966 0.87986493 0.68150914 output (0, 4) (1, 3) (1, 4) (2, 3)
0.13077193 0.5432186 0.98761016 0.64246 0.54905623 0.7746059 0.89422876 0.6950246 0.68515533 0.24296579 output (0, 2) (1, 3) (2, 3) (3, 4)
0.2661067 0.24807756 0.41955373 0.4482897 0.5909116 0.17336294 0.9612392 0.86343545 0.2486911 0.63303787 output (0, 1) (1, 4) (1, 2) (1, 3)
0.15617973 0.1977718 0.91563416 0.6810577 0.09691632 0.6915008 0.1433178 0.41149518 0.8248174 0.89622766 output (0, 3) (1, 4) (2, 3) (2, 4)
0.13115513 0.6733495 0.9752695 0.10831647 0.80374175 0.116105825 0.43566585 0.7532439 0.76933926 0.11191011 output (0, 3) (1, 2) (2, 4) (3, 4)
0.31495374 0.9134924 0.42649904 0.9008255 0.79054666 0.6165454 0.5990812 0.28357044 0.16245636 0.57715887 output (0, 1) (0, 4) (1, 2) (2, 3)
0.73708636 0.09564183 0.37044877 0.9904199 0.047701176 0.030464532 0.538049 0.85773057 0.061932974 0.14636104 output (0, 4) (0, 3) (1, 3) (2, 4)
0.94554263 0.01682647 0.88234437 0.7353154 0.5500211 0.3218931 0.028617527 0.69048834 0.030080687 0.2909742 output (0, 2) (1, 2) (2, 4) (3, 4)
0.26241365 0.82927656 0.26632077 0.66256297 0.6599912 0.22758469 0.3302628 0.6628505 0.91811085 0.2041045 output (0, 1) (1, 3) (2, 4) (2, 3)
0.21541241 0.6870072 0.4069105 0.0038233395 0.8969727 0.9191211 0.33442652 0.82302874 0.5416548 0.8629448 output (0, 3) (0, 1) (2, 4) (3, 4)
0.18451 0.25142276 0.10164811 0.13615222 0.76481146 0.249304 0.93628967 0.30078244 0.07065961 0.13414857 output (0, 1) (0, 2) (1, 4) (2, 3)
0.25441667 0.9437565 0.8390804 0.89147913 0.32787263 0.42682248 0.7645217 0.59847337 0.39057794 0.40725133 output (0, 2) (1, 3) (2, 4) (3, 4)
0.76070803 0.781688 0.838876 0.53052795 0.81432647 0.52253693 0.7131041 0.26454318 0.2904052 0.27554786 output (0, 1) (1, 2) (2, 3) (3, 4)
0.64489007 0.23120925 0.24713631 0.8522061 0.6097199 0.014167838 0.3280191 0.7175261 0.8714146 0.6821804 output (0, 2) (0, 4) (1, 3) (3, 4)
